,Text,Tags
740,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,['personal']
741,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,['personal']
742,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,['spam']
743,here is my new address -apples&pairs&all that malarky,['personal']
744,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,['spam']
745,I am going to sao mu today. Will be done only at 12 ,['personal']
746,"Good stuff, will do.",['personal']
747,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",['personal']
748,Are you there in room.,['personal']
749,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,['personal']
750,First answer my question.,['personal']
751,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,['spam']
752,I only haf msn. It's yijue@hotmail.com,['personal']
753,He is there. You call and meet him,['personal']
754,No no. I will check all rooms befor activities,['personal']
755,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,['spam']
756,"K, text me when you're on the way",['personal']
757,"Sir, Waiting for your mail.",['personal']
758,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",['spam']
759,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,['personal']
760,The wine is flowing and i'm i have nevering..,['personal']
761,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,['personal']
762,Ok... Ur typical reply...,['personal']
763,I'm leaving my house now...,['personal']
764,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",['personal']
765,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,['spam']
766,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,['personal']
767,New car and house for my parents.:)i have only new job in hand:),['personal']
768,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,['personal']
769,"""-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468""",['spam']
770,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",['spam']
771,I place all ur points on e cultures module already.,['personal']
772,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",['personal']
773,Great escape. I fancy the bridge but needs her lager. See you tomo ,['personal']
774,"""Yes :)it completely in out of form:)clark also utter waste.""",['personal']
775,"Sir, I need AXIS BANK account no and bank address.",['personal']
776,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,['personal']
777,"He will, you guys close?",['personal']
778,Going on nothing great.bye,['personal']
779,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,['personal']
780,"Haha awesome, be there in a minute",['personal']
781,Have you got Xmas radio times. If not i will get it now,['personal']
782,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,['personal']
783,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,['spam']
784,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,['personal']
785,Hi :)finally i completed the course:),['personal']
786,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,['personal']
787,"""K:)k:)good:)study well.""",['personal']
788,Easy ah?sen got selected means its good..,['personal']
789,"Sorry, I'll call later",['personal']
790,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,['personal']
791,Would really appreciate if you call me. Just need someone to talk to.,['personal']
792,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",['spam']
793,Hey company elama po mudyadhu.,['personal']
794,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",['personal']
795,Dear good morning now only i am up,['personal']
796,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,['personal']
797,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,['spam']
798,I have printed it oh. So  &lt;#&gt;  come upstairs,['personal']
799,Or ill be a little closer like at the bus stop on the same street,['personal']
800,Where are you?when wil you reach here?,['personal']
801,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",['personal']
802,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,['spam']
803,Tomarrow final hearing on my laptop case so i cant.,['personal']
804,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,['personal']
805,Kallis wont bat in 2nd innings.,['personal']
806,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,['personal']
807,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,['spam']
808,Ranjith cal drpd Deeraj and deepak 5min hold,['personal']
809,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",['personal']
810,Mmm so yummy babe ... Nice jolt to the suzy,['personal']
811,Where are you lover ? I need you ...,['personal']
812,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,['spam']
813,Yup,['personal']
814,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,['personal']
815,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,['personal']
816,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,['spam']
817,Why you Dint come with us.,['personal']
818,Same. Wana plan a trip sometme then,['personal']
819,"Not sure yet, still trying to get a hold of him",['personal']
820,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,['spam']
821,The evo. I just had to download flash. Jealous?,['personal']
822,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,['spam']
823,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",['personal']
824,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,['spam']
825,Just sent it. So what type of food do you like?,['personal']
826,All done? All handed in? Celebrations in full swing yet?,['personal']
827,You got called a tool?,['personal']
828,Wen u miss someone,['personal']
829,Ok. I asked for money how far,['personal']
830,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",['personal']
831,Are you this much buzy,['personal']
832,I accidentally deleted the message. Resend please.,['personal']
833,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,['spam']
834,Unless it's a situation where YOU GO GURL would be more appropriate,['personal']
835,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,['personal']
836,I cant pick the phone right now. Pls send a message,['personal']
837,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,['personal']
838,He is a womdarfull actor,['personal']
839,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",['spam']
840,Yup... From what i remb... I think should be can book... ,['personal']
841,Jos ask if u wana meet up?,['personal']
842,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,['personal']
843,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",['spam']
844,Where are the garage keys? They aren't on the bookshelf,['personal']
845,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,['personal']
846,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,['personal']
847,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",['personal']
848,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",['personal']
849,"Not really dude, have no friends i'm afraid :(",['personal']
850,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,['spam']
851,"Coffee cake, i guess...",['personal']
852,"Merry Christmas to you too babe, i love ya *kisses*",['personal']
853,Hi da:)how is the todays class?,['personal']
854,"I'd say that's a good sign but, well, you know my track record at reading women",['personal']
855,Maybe i could get book out tomo then return it immediately ..? Or something.,['personal']
856,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,['spam']
857,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,['personal']
858,"Ta-Daaaaa! I am home babe, are you still up ?",['personal']
859,Cool. So how come you havent been wined and dined before?,['personal']
860,Am not interested to do like that.,['personal']
861,My sister cleared two round in birla soft yesterday.,['personal']
862,One small prestige problem now.,['personal']
863,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,['spam']
864,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,['personal']
865,"Nah can't help you there, I've never had an iphone",['personal']
866,If you're not in my car in an hour and a half I'm going apeshit,['personal']
867,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",['personal']
868,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,['spam']
869,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,['spam']
870,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",['personal']
871,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",['personal']
872,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,['personal']
873,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",['personal']
874,Well i know Z will take care of me. So no worries.,['personal']
875,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",['spam']
876,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,['spam']
877,Wat uniform? In where get?,['personal']
878,"Cool, text me when you're ready",['personal']
879,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",['personal']
880,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,['personal']
881,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",['spam']
882,Can you say what happen,['personal']
883,"Yeah sure, give me a couple minutes to track down my wallet",['personal']
884,Hey leave it. not a big deal:-) take care.,['personal']
885,Hey i will be late ah... Meet you at 945+,['personal']
886,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",['spam']
887,It took Mr owl 3 licks,['personal']
888,Customer place i will call you.,['personal']
889,Mm that time you dont like fun,['personal']
890,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,['spam']
891,Yup having my lunch buffet now.. U eat already?,['personal']
892,Huh so late... Fr dinner?,['personal']
893,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,['personal']
894,Dear how is chechi. Did you talk to her,['personal']
895,The hair cream has not been shipped.,['personal']
896,None of that's happening til you get here though,['personal']
897,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,['personal']
898,Come by our room at some point so we can iron out the plan for this weekend,['personal']
899,Bring home some Wendy =D,['personal']
900,"""100 dating service cal;l 09064012103 box334sk38ch""",['spam']
901,Whatsup there. Dont u want to sleep,['personal']
902,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",['spam']
903,"As per government regulation, you are allowed to send only 100 free SMS's per day and you have already exhausted that limit on Jio Number 6280368198. You will be able to send your next SMS after 00:00 hrs tonight in case you do not have any account balance.","['government','notification']"
904,"""Be aware of Cyber Crime. In case of any incident of Cyber Crime, dial 1930 & register your complaint at https://www.cybercrime.gov.in/ - CBI Chandigarh""",['government']
905,"""Alert:Beware of fraudsters sending SMS citing your SIM block / suspension / KYC /Document verification pending. DO NOT CALL BACK as they may ask you to download Apps to access your mobile phone and may get confidential information including OTP. Do not respond to SMS from unknown numbers, asking for such information other than from our official SMS ID - ViCARE. Avoid falling victim to such frauds, block these numbers and report to https://cybercrime.gov.in""","['government','notification']"
906,OTP for Aadhaar (XX6653) is 462246 (valid for 10 mins). Generate/Retrieve your VID by sending SMS to 1947.For more info visit uidai.gov.in,"['authentication','government']"
907,"""Dear Saroj, Your vaccination for 2nd dose is due 16-07-2021. Please schedule your appointment on cowin.gov.in.""",['government']
908,"In order to curb the menace of illicit liquor in the State, Govt. of Punjab has launched a helpline number 98759-61126 to receive information/complaints against bootleggers and persons involved in such trade. The name and number of the complainant will be kept secret. PLEASE HELP THE STATE TO CURB THIS MENACE. From: - Excise Department, Punjab ",['government']
909,Your payment(Id-477645918) of Rs 200.0 for Government of Andhra Prad is successful. For queries on your payment visit: http://pmny.in/FI6L8HEhtoCj,"['government','transactional']"
910,Your payment(Id-477644129) of Rs 25470.0 for Government of Andhra Prad is successful. For queries on your payment visit: http://pmny.in/FI6L8HEhtoCj from payu team,"['government','transactional']"
911,Getting Rs 10 Lakh Mudra Loan from the Government is now easy. Watch this Special Course on IndianMoney App to learn the entire process https://bit.ly/3LkwzVm,"['government','promotional']"
912,Please Beware of fraudulent calls claiming to be from IRDAI or other govt agencies and do not share your policy details to such callers. Shriram Life,"['government','notification']"
913,"Dear B Venkata Ramana, You have successfully been vaccinated with your 1st Dose with COVISHIELD on 28-08-2021 at 02:32 PM. You may download your vaccination Certificate from - https://cowin.gov.in - CoWIN",['government']
914,"Dear B Akkamma, You have successfully been vaccinated with your 1st Dose with COVISHIELD on 28-08-2021 at 12:29 PM. You may download your vaccination Certificate from - https://cowin.gov.in - CoWIN",['government']
915,Your Aarogya Setu one time password is 547942. Message Id : RmmWlE6gJ e,"['authentication','government']"
916,Your Aarogya Setu one time password is 547945. Message Id : RmmWlE6gJ e,"['authentication','government']"
917,Your Aarogya Setu one time password is 545642. Message Id : RmmWlE6gJ e,"['authentication','government']"
918,How well do you know about Government Schemes under PM Modi? Play Sabka Vikas Mahaquiz & WIN. Click mygov.in/mahaquiz | Share with friends & family. Team MyGov,"['government','promotional']"
919,"BV-MyGovt,Your Aarogya Setu one time password is 750424. Message Id : RmmWlE6gJ e","['authentication','government']"
920,"Study In Canada, Get Offer Letter from Govt College in 24 Hrs, No processing fees, 14 yrs Experience Call Landmark Immigration ","['government','promotional']"
921,OTP for Aadhaar (XX7097) is 382160 (valid for 10 mins). You can generate 16 Digit Virtual ID for Aadhaar Authentication.More details at uidai.gov.in,"['authentication','government']"
922,OTP for Aadhaar (XX7097) is 382160 (valid for 10 mins). You can generate 16 Digit Virtual ID for Aadhaar Authentication.More details at uidai.gov.in,"['authentication','government']"
923,"As part of Cyber Swachhta Pakhwada, CERT-In GoI advises you to keep your digital devices bot free. Get bot removal tool at https://www.csk.gov.in",['government']
924,Vote for the best marching contingent and tableau this Republic Day. Register and vote at www.mygov.in/rd2022 Express yourself!,"['government','promotional']"
925,Your Aarogya Setu one time password is 140572. Message Id : RmmWlE6gJ e,['government']
926,OTP is 810382 and is valid for 10 minutes. You can generate 16 Digit Virtual ID for Aadhaar Authentication.More details at uidai.gov.in,"['authentication','government']"
927,OTP is 645442 and is valid for 10 minutes. Generate/Retrieve your VID by sending SMS to 1947.For more info visit uidai.gov.in,"['authentication','government']"
928,Congratulations Baljit Kaur. You have taken the first step towards your digital health journey! Here is your Health ID 23-1820-0722-6169. Click here https://healthid.ndhm.gov.in to login.,"['government','promotional']"
929,OTP for Aadhaar (XX7097) is 754254 (valid for 10 mins). You can enrol your child(even infants)for Aadhaar.For more details visit uidai.gov.in or call 1947,"['authentication','government']"
930,"Dear Daljeet Singh, Your vaccination for 2nd dose is due 22-04-2022. Please schedule your appointment on cowin.gov.in.",['government']
931,"Dear Daljeet Singh, Your vaccination for 2nd dose is due 22-04-2022. Please schedule your appointment on cowin.gov.in.",['government']
932,"Dear consumer, PSPCL bill of account no. 3004816880 of Rs.340/- is due by 27-APR-2022. To pay digitally click https://pspcl.in/pay-bill (Ignore if paid).","['government','transactional']"
933,"Dear consumer, PSPCL bill of account no. 3000212132 of Rs.1180/- is due by 02-MAY-2022. To pay digitally click https://pspcl.in/pay-bill (Ignore if paid).","['government','transactional']"
934,"Dear consumer, PSPCL bill of account no. 3004816880 of Rs.340/- is due by 27-APR-2022. To pay digitally click https://pspcl.in/pay-bill (Ignore if paid).","['government','transactional']"
935,"Dear Daljeet Singh, You have successfully been vaccinated with your 1st Dose with CORBEVAX on 25-03-2022 at 01:05 PM. You may download your vaccination Certificate from - https://cowin.gov.in - CoWIN",['government']
936,"Dear Mahindro, You have successfully been vaccinated with your 1st Dose with COVISHIELD on 17-01-2022 at 12:46 PM. You may download your vaccination Certificate from - https://cowin.gov.in - CoWIN",['government']
937,Thank you for registration on eSHRAM portal on 08-Dec-2021. Please save your UAN number 710402724756 for future use https://register.eshram.gov.in. Registration on eSHRAM is Free by Central Government.,['government']
938,"Dear Sucha Singh, You have been vaccinated with first dose of COVID-19. This message is from Union Ministry of Health and Family Welfare for obtaining your feedback on COVID-19 vaccination. You may provide your feedback by clicking on https://ras.gov.in/cowin/ufbk/27ab5de2?lang=1011 Vaccination certificate can be downloaded through Co-WIN service on UMANG App. - Digital India Corporation",['government']
939,"Dear Sucha Singh, You have successfully been vaccinated with your 1st Dose with COVISHIELD on 10-05-2021 at 01:13 PM. You may download your vaccination Certificate from - https://cowin.gov.in - CoWIN",['government']
940,"Dear Customer, your device is probably infected with botnet malware. As per Govt of India?s Cyber Swachhta Project, please visit http://www.cyberswachhtakendra.gov.in for remediation.","['government','notification']"
941,"Culture Ministry, Govt. of India's 3 competitions - DeshBhakti Geet Writing, Lori Writing & Rangoli Making. Log in https://amritmahotsav.nic.in/competitions.htm",['government']
942,"OTP for Aadhaar (XX0668) is 326726 (valid for 10 mins). To enhance security,Lock/Unlock your biometrics using mAadhaar/SMS Service/Visit uidai.gov.in","['government','promotional']"
943,Congratulations T S Thohid Basha. You have taken the first step towards your digital health journey! Here is your ABHA 31-6274-6237-7352. Click here https://healthid.ndhm.gov.in to login.,"['government','promotional']"
944,Please download eSanjeevani App from https://play.google.com/store/apps/details?id=in.hied.esanjeevaniopd AP-GOVT,"['government','promotional']"
945,OTP for Aadhaar (XX0668) is 679334 (valid for 10 mins). Secure your Aadhaar from Authentication by using Aadhaaar Lock/Unlock service.visit uidai.gov.in,"['authentication','government']"
946,OTP for Aadhaar (XX0668) is 679334 (valid for 10 mins). Secure your Aadhaar from Authentication by using Aadhaaar Lock/Unlock service.visit uidai.gov.in,"['authentication','government']"
947,"OTP for Aadhaar (XX0668) is 889506 (valid for 10 mins). To Locate Nearest Aadhaar Kendra for Enrolment/Update,visit uidai.gov.in or call 1947","['authentication','government']"
948,"As part of Cyber Swachhta Pakhwada, CERT-In GoI advises you to keep your digital devices bot free. Get bot removal tool at https://www.csk.gov.in",['government']
949,Getting Rs 10 Lakh Mudra Loan from the Government is now easy. Watch this Special Course on IndianMoney App to learn the entire process https://bit.ly/3LkwzVm,"['government','promotional']"
950,"As part of Cyber Swachhta Pakhwada, CERT-In GoI advises you to keep your digital devices bot free. Get bot removal tool at https://www.csk.gov.in",['government']
951,Vote for the best marching contingent and tableau this Republic Day. Register and vote at www.mygov.in/rd2022 Express yourself!,"['government','promotional']"
952,"OTP for Aadhaar (XX0668) is 156420 (valid for 10 mins). To Locate Nearest Aadhaar Kendra for Enrolment/Update,visit uidai.gov.in or call 1947","['authentication','government']"
953,"Dear Kumari Puja, You have been vaccinated with second dose of COVID-19. This message is from Union Ministry of Health and Family Welfare for obtaining your feedback on COVID-19 vaccination. You may provide your feedback by clicking on https://ras.gov.in/cowin/ufbk/l3o95a56883?lang=1000 Vaccination certificate can be downloaded through Co-WIN service on UMANG App. - Digital India Corporation",['government']
954,"Dear Kumari Puja, Congratulations! You have successfully completed the schedule of all doses of COVID-19 vaccine. You can download your certificate at - https://cowin.gov.in - CoWIN",['government']
955,"Dear Kumari Puja, You have successfully been vaccinated with your 2nd Dose with COVISHIELD on 05-05-2022 at 12:59 PM. You may download your vaccination Certificate from - https://cowin.gov.in - CoWIN",['government']
956,"Dear Kumari Puja, Your vaccination for 2nd dose is due 14-04-2022. Please schedule your appointment on cowin.gov.in.",['government']
957,Vote for the best marching contingent and tableau this Republic Day. Register and vote at www.mygov.in/rd2022 Express yourself!,"['government','promotional']"
958,"Dear Kumari Puja, You have successfully been vaccinated with your 1st Dose with COVISHIELD on 20-01-2022 at 01:46 PM. You may download your vaccination Certificate from - https://cowin.gov.in - CoWIN",['government']
959,"Dear Kumari Puja, you are successfully registered for COVID vaccination. Ref. ID: 69579207758900. Helpline 1075, cowin.gov.in",['government']
960,Article No:EG033448560IN received @ Udhna SO on 24/03/2022 08:37:38.Track @ www.indiapost.gov.in,"['government','notification']"
961,Congratulations Jena Babu Sadanand. You have taken the first step towards your digital health journey! Here is your ABHA 70-5250-7334-1100. Click here https://healthid.ndhm.gov.in to login.,"['government','promotional']"
962,"Congratulations!! Driving Licence No: GJ05 20220006741 issued and can be viewed at  https://parivahan.gov.in/rcdlstatus/?pur_cd=101 . Please download Virtual DL on DigiLocker and mParivahan mobile apps RTO,SURAT - Courtesy: MoRTH","['government','transactional']"
963,"Dear JENA BABU, 30 days have passed since you have taken Learner's Licence (LL) No: GJ05 /0001736/2022. You can apply for Driving licence against this LL on or before 10-07-2022 at  'https://sarathi.parivahan.gov.in'. Please ignore if already applied.",['government']
964,PAN CLTPJ9916N allotted for ack 237549700022401. PAN Card sent by TRACKON AWB 620240082614 will be delivered in due time.- NSDLeGov,['government']
965,PAN CLTPJ9916N is allotted to you. PAN Card will be sent shortly. SMS NSDLPAN 237549700022401 to 57575 or visit www.tin-nsdl.com for further status- NSDLeGov,['government']
966,Your Learner Licence: GJ05 /0001736/2022 is Approved. Download link:https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?q=101096622 MoRTH,['government']
967,Your application 101096622 for LL(MCWG) is received. To check Application status use link: https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?as=101096622 MoRTH,['government']
968,"Culture Ministry, Govt. of India's 3 competitions - DeshBhakti Geet Writing, Lori Writing & Rangoli Making. Log in https://amritmahotsav.nic.in/competitions.htm",['government']
969,"Dear Basant Nahak, You have successfully been vaccinated with your 1st Dose with COVISHIELD on 30-09-2021 at 03:24 PM. You may download your vaccination Certificate from - https://cowin.gov.in - CoWIN",['government']
970,Your Aarogya Setu one time password is 775520. Message Id : RmmWlE6gJ e,"['authentication','government']"
971,"Dear Ladu Tarei Dambaru Dhar Tarei, You have successfully been vaccinated with your 1st Dose with COVAXIN on 24-07-2021 at 11:13 AM. You may download your vaccination Certificate from - https://cowin.gov.in - CoWIN",['government']
972,NSDL e-Gov is now Protean eGov Technologies Ltd. Info-Click https://bit.ly/3BFr8M2. Contribution Rs.54.00 for Apr-2022 credited to APY PRAN XX2662 -Protean,"['government','transactional']"
973,Vote for the best marching contingent and tableau this Republic Day. Register and vote at www.mygov.in/rd2022 Express yourself!,"['government','transactional']"
974,"For everyone's safety, the state government has issued curfew guidelines from 10PM to 7AM. Due to this, restaurants will not be open for orders during these timings and customers are likely to order earlier. Therefore, please login by 6PM and make sure you don't miss out on any orders and earning! ","['government','notificational']"
975,Thank you for successfully submitting your digital life certificate. Your Pramaan id is 0389226253. You may view life certificate online at https://jeevanpramaan.gov.in/ppouser/login. Your Digital life certificate will be processed by your pension Disbursing Agency for release of pension. NICSI,['government']
976,"Dear N Manikandan, Congratulations! You have successfully completed the schedule of all doses of COVID-19 vaccine. You can download your certificate at - https://cowin.gov.in - CoWIN",['government']
977,"Culture Ministry, Govt. of India's 3 competitions - DeshBhakti Geet Writing, Lori Writing & Rangoli Making. Log in https://amritmahotsav.nic.in/competitions.htm","['government','promotional']"
978,Join the President of India in celebrating the Constitution Day on 26 November. Get your certificates at mpa.gov.in/constitution-day,['government']
979,"Culture Ministry, Govt. of India's 3 competitions - DeshBhakti Geet Writing, Lori Writing & Rangoli Making. Log in https://amritmahotsav.nic.in/competitions.htm","['government','promotional']"
980,Your Aarogya Setu one time password is 788004. Message Id : RmmWlE6gJ e,"['authentication','government']"
981,"PNR:4750265684,TRN:16231,DOJ:26-05-22,SL,MV-TRB,QR CODE URL: http://qr.indianrail.gov.in/q/M71FXZJL Indian Railway",['government']
982,Article No:UC428502533IN has been Kept On Hold @ Alandurai SO till 03/05/2022. Track your Article @ www.indiapost.gov.in,['government']
983,OTP for Aadhaar (XX1225) is 920335 (valid for 10 mins). Lock/Unlock your biometrics by sending SMS to 1947.For more details visit uidai.gov.in,"['authentication','government']"
984,OTP for Aadhaar (XX1225) is 857927 (valid for 10 mins). eAadhaar/mAadhaar are as valid as physical Aadhaar Letter.To download visit uidai.gov.in/playstore,"['authentication','government']"
985,Your Aadhaar PVC Card with SRN (S182974985400020220409052228) has been handed over to India Post for delivery via Speed Post. Track  AWB No:UC428502533IN  at www.indiapost.gov.in,"['government','promotional']"
986,"PNR:6200070652,TRN:12839,DOJ:26-03-22,3A,HWH-MAS,QR CODE URL: http://qr.indianrail.gov.in/q/C20024ZW Indian Railway",['government']
987,"As part of Cyber Swachhta Pakhwada, CERT-In GoI advises you to keep your digital devices bot free. Get bot removal tool at https://www.csk.gov.in",['government']
988,"Hurry! File your belated ITR for AY 2021-22. The more you delay, the more you pay. Login to www.incometax.gov.in and file by 31st March 2022. Please ignore if already filed.","['government','promotional']"
